,description,project,duration,expected_duration,started_at,ended_at,project_hex_color
403,20min/単語の発音200個やる,院留学,1752,1200.0,2019-04-25T07:55:44+09:00,2019-04-25T08:24:56+09:00,#04bb9b
404,90min/情報工学3の課題を終わらせて提出する,大学課題,3000,5400.0,2019-04-24T23:19:52+09:00,2019-04-25T00:09:52+09:00,#06aaf5
405,40min/情報工学5の課題終わらせて提出まで行く（レポート記述）,大学課題,1923,2400.0,2019-04-24T22:33:15+09:00,2019-04-24T23:05:18+09:00,#06aaf5
406,60min/プログラミング演習課題,大学課題,4,3600.0,2019-04-24T22:33:11+09:00,2019-04-24T22:33:15+09:00,#06aaf5
407,60min/プログラミング演習課題,大学課題,4,3600.0,2019-04-24T22:33:07+09:00,2019-04-24T22:33:11+09:00,#06aaf5
408,ゲームする,休憩,656,,2019-04-24T22:20:51+09:00,2019-04-24T22:31:47+09:00,#fb8b14
409,60min/プログラミング演習課題,大学課題,2361,3600.0,2019-04-24T21:41:29+09:00,2019-04-24T22:20:50+09:00,#06aaf5
410,40min/情報工学5の課題終わらせて提出まで行く（レポート記述）,大学課題,790,2400.0,2019-04-24T21:28:15+09:00,2019-04-24T21:41:25+09:00,#06aaf5
411,30min/jupyter notebookの環境構築,エンジニアリング,224,1800.0,2019-04-24T21:24:28+09:00,2019-04-24T21:28:12+09:00,#3750b5
412,30min/jupyter notebookの環境構築,エンジニアリング,843,1800.0,2019-04-24T21:06:32+09:00,2019-04-24T21:20:35+09:00,#3750b5
413,60min/プログラミング演習課題,大学課題,1215,3600.0,2019-04-24T16:14:42+09:00,2019-04-24T16:34:57+09:00,#06aaf5
414,60min/プログラミング演習課題,大学課題,3000,3600.0,2019-04-24T15:19:25+09:00,2019-04-24T16:09:25+09:00,#06aaf5
415,50min/Seedデータを作成する,インターン,5640,3000.0,2019-04-24T10:40:41+09:00,2019-04-24T12:14:41+09:00,#205500
416,20min/mac、containerのネットワークについて調べる,インターン,3000,1200.0,2019-04-24T09:28:36+09:00,2019-04-24T10:18:36+09:00,#205500
417,20min/単語の発音200個やる,院留学,345,1200.0,2019-04-24T07:49:20+09:00,2019-04-24T07:55:05+09:00,#04bb9b
418,20min/単語の発音200個やる,院留学,506,1200.0,2019-04-24T07:34:32+09:00,2019-04-24T07:42:58+09:00,#04bb9b
419,15min/Xd木内に共有する,その他,276,900.0,2019-04-24T00:02:30+09:00,2019-04-24T00:07:06+09:00,#c56bff
420,40min/情報工学5の課題終わらせて提出まで行く（レポート記述）,大学課題,3000,2400.0,2019-04-23T23:01:49+09:00,2019-04-23T23:51:49+09:00,#06aaf5
421,ゲームする,休憩,520,,2019-04-23T22:46:55+09:00,2019-04-23T22:55:35+09:00,#fb8b14
422,15min/GASでTogglをGoogleカレンダーに連携,振り返り,1013,900.0,2019-04-23T20:55:45+09:00,2019-04-23T21:12:38+09:00,#ea468d
423,30min/bisonの手書きをする,技術的アウトプット,2293,1800.0,2019-04-23T20:17:09+09:00,2019-04-23T20:55:22+09:00,#e20505
424,ゲームする,休憩,566,,2019-04-23T20:07:43+09:00,2019-04-23T20:17:09+09:00,#fb8b14
425,10min/Djangoの環境構築,エンジニアリング,6,600.0,2019-04-23T20:07:33+09:00,2019-04-23T20:07:39+09:00,#3750b5
426,10min/Toggl分析のサービス名を決める,技術的アウトプット,872,600.0,2019-04-23T19:48:36+09:00,2019-04-23T20:03:08+09:00,#e20505
427,10min/What to read next,エンジニアリング,587,600.0,2019-04-23T19:37:52+09:00,2019-04-23T19:47:39+09:00,#3750b5
428,15min/Advanced tutorial: How to write reusable apps,エンジニアリング,314,900.0,2019-04-23T19:32:23+09:00,2019-04-23T19:37:37+09:00,#3750b5
429,"30min/Writing your first Django app, part 7",エンジニアリング,1351,1800.0,2019-04-23T19:09:40+09:00,2019-04-23T19:32:11+09:00,#3750b5
430,"30min/Writing your first Django app, part 7",エンジニアリング,679,1800.0,2019-04-23T10:17:26+09:00,2019-04-23T10:28:45+09:00,#3750b5
431,"80min/Writing your first Django app, part 6",エンジニアリング,300,4800.0,2019-04-22T23:57:00+09:00,2019-04-23T00:02:00+09:00,#3750b5
432,"80min/Writing your first Django app, part 5",エンジニアリング,77,4800.0,2019-04-22T23:56:07+09:00,2019-04-22T23:57:24+09:00,#3750b5
433,"80min/Writing your first Django app, part 4",エンジニアリング,572,4800.0,2019-04-22T23:46:31+09:00,2019-04-22T23:56:03+09:00,#3750b5
434,30min/TOEFLのListeningの対策についてWhenWhatWhereHowを決める（リサーチも含め）,院留学,30,1800.0,2019-04-22T21:30:55+09:00,2019-04-22T21:31:25+09:00,#04bb9b
435,"80min/Writing your first Django app, part 4",エンジニアリング,3000,4800.0,2019-04-22T19:00:03+09:00,2019-04-22T19:50:03+09:00,#3750b5
436,記事読む,休憩,224,,2019-04-22T18:56:16+09:00,2019-04-22T19:00:00+09:00,#fb8b14
437,"80min/Writing your first Django app, part 4",エンジニアリング,490,4800.0,2019-04-22T18:48:03+09:00,2019-04-22T18:56:13+09:00,#3750b5
438,"30min/Writing your first Django app, part 3",エンジニアリング,2057,1800.0,2019-04-22T18:07:26+09:00,2019-04-22T18:41:43+09:00,#3750b5
439,少し歩く,休憩,376,,2019-04-22T18:00:56+09:00,2019-04-22T18:07:12+09:00,#fb8b14
440,"30min/Writing your first Django app, part 3",エンジニアリング,1218,1800.0,2019-04-22T17:40:28+09:00,2019-04-22T18:00:46+09:00,#3750b5
441,寝る,休憩,1325,,2019-04-22T17:18:23+09:00,2019-04-22T17:40:28+09:00,#fb8b14
442,"30min/Writing your first Django app, part 3",エンジニアリング,1551,1800.0,2019-04-22T16:52:29+09:00,2019-04-22T17:18:20+09:00,#3750b5
443,10min/Djangoチュートリアルを進める,エンジニアリング,1537,600.0,2019-04-22T16:26:46+09:00,2019-04-22T16:52:23+09:00,#3750b5
444,10min/Djangoチュートリアルを進める,エンジニアリング,843,600.0,2019-04-22T14:51:50+09:00,2019-04-22T15:05:53+09:00,#3750b5
445,10min/プロジェクト名を変更する,振り返り,373,600.0,2019-04-22T14:41:13+09:00,2019-04-22T14:47:26+09:00,#ea468d
446,15min/LINE返す,その他,1017,900.0,2019-04-22T14:22:07+09:00,2019-04-22T14:39:04+09:00,#c56bff
447,150min/LGTMホームページ修正,デザイン,675,9000.0,2019-04-22T14:10:38+09:00,2019-04-22T14:21:53+09:00,#e20505
448,15min/うーむの記事読む,その他,778,900.0,2019-04-22T13:57:37+09:00,2019-04-22T14:10:35+09:00,#c56bff
449,15min/LINE返す,その他,1141,900.0,2019-04-22T13:37:16+09:00,2019-04-22T13:56:17+09:00,#c56bff
450,記事読む,その他,933,,2019-04-22T13:21:29+09:00,2019-04-22T13:37:02+09:00,#c56bff
451,ゲームする,休憩,1070,,2019-04-22T13:03:34+09:00,2019-04-22T13:21:24+09:00,#fb8b14
452,ゲームする,休憩,163,,2019-04-22T13:00:44+09:00,2019-04-22T13:03:27+09:00,#fb8b14
453,150min/LGTMホームページ修正,デザイン,1378,9000.0,2019-04-22T12:37:42+09:00,2019-04-22T13:00:40+09:00,#e20505
454,15min/LGTMホームページ、デザインインプット,デザイン系インプット,1679,900.0,2019-04-22T12:09:41+09:00,2019-04-22T12:37:40+09:00,#3750b5
455,15min/LGTMホームページ、デザインインプット,デザイン系インプット,22,900.0,2019-04-22T12:08:43+09:00,2019-04-22T12:09:05+09:00,#3750b5
456,150min/LGTMホームページ修正,デザイン,1200,9000.0,2019-04-22T09:11:00+09:00,2019-04-22T09:31:00+09:00,#e20505
457,20min/リスニング演習,院留学,2150,1200.0,2019-04-22T07:46:30+09:00,2019-04-22T08:22:20+09:00,#04bb9b
458,10min/昨日やったリスニングの音読とシャドーイング,院留学,987,600.0,2019-04-22T07:29:44+09:00,2019-04-22T07:46:11+09:00,#04bb9b
459,20min/単語の発音200個やる,院留学,1290,1200.0,2019-04-22T07:06:26+09:00,2019-04-22T07:27:56+09:00,#04bb9b
460,30min/Watch a English movie,院留学,3000,1800.0,2019-04-21T21:56:22+09:00,2019-04-21T22:46:22+09:00,#04bb9b
461,20min/djangoチュートリアル最初の方やる,その他インプット,1750,1200.0,2019-04-21T21:21:53+09:00,2019-04-21T21:51:03+09:00,#3750b5
462,20min/Djangoを自分の環境で立ち上げる,その他インプット,1021,1200.0,2019-04-21T21:03:24+09:00,2019-04-21T21:20:25+09:00,#3750b5
463,20min/Djangoを自分の環境で立ち上げる,その他インプット,1499,1200.0,2019-04-21T20:38:12+09:00,2019-04-21T21:03:11+09:00,#3750b5
464,50min/AWS Educate Cloud Computing Basic,その他インプット,3000,3000.0,2019-04-21T19:41:31+09:00,2019-04-21T20:31:31+09:00,#3750b5
465,600min/AWS educate Cloud Computing,その他インプット,7,36000.0,2019-04-21T19:40:51+09:00,2019-04-21T19:40:58+09:00,#3750b5
466,600min/AWS educate Cloud Computing/First,その他インプット,3000,36000.0,2019-04-21T18:39:43+09:00,2019-04-21T19:29:43+09:00,#3750b5
467,20min/AWS Educate 一通り学習の進め方を知る,その他インプット,397,1200.0,2019-04-21T18:31:36+09:00,2019-04-21T18:38:13+09:00,#3750b5
468,20min/TOEFLリスニンングもう一度聞いてみる&聞けてない部分のチェック,院留学,500,1200.0,2019-04-21T18:08:59+09:00,2019-04-21T18:17:19+09:00,#04bb9b
469,10min/Listening解答の確認,院留学,539,600.0,2019-04-21T17:59:01+09:00,2019-04-21T18:08:00+09:00,#04bb9b
470,30min/TOEFLのListeningの対策についてWhenWhatWhereHowを決める（リサーチも含め）,院留学,813,1800.0,2019-04-21T17:43:15+09:00,2019-04-21T17:56:48+09:00,#04bb9b
471,60min/情報工学5の課題,大学課題,1086,3600.0,2019-04-21T09:34:29+09:00,2019-04-21T09:52:35+09:00,#06aaf5
472,60min/情報工学5の課題,大学課題,2886,3600.0,2019-04-21T08:39:16+09:00,2019-04-21T09:27:22+09:00,#06aaf5
473,20min/スプレッドシートに連絡したい教授の情報を埋める,院留学,2055,1200.0,2019-04-21T08:00:00+09:00,2019-04-21T08:34:15+09:00,#04bb9b
474,15min/松本さんの記事読む,その他インプット,887,900.0,2019-04-21T07:39:01+09:00,2019-04-21T07:53:48+09:00,#3750b5
475,30min/腕立て20回&腹筋20回&ストレッチ,筋トレ,298,1800.0,2019-04-21T07:30:41+09:00,2019-04-21T07:35:39+09:00,#f1c33f
476,20min/単語の発音200個やる,院留学,1190,1200.0,2019-04-21T07:08:35+09:00,2019-04-21T07:28:25+09:00,#04bb9b
477,30min/TOEFLのListeningの対策についてWhenWhatWhereHowを決める（リサーチも含め）,院留学,587,1800.0,2019-04-20T18:06:35+09:00,2019-04-20T18:16:22+09:00,#04bb9b
478,15min/留学フェアで得た情報をまとめてネクストアクションを決める,院留学,86,900.0,2019-04-20T18:02:19+09:00,2019-04-20T18:03:45+09:00,#04bb9b
479,15min/留学フェアで得た情報をまとめてネクストアクションを決める,院留学,1566,900.0,2019-04-20T17:30:11+09:00,2019-04-20T17:56:17+09:00,#04bb9b
480,20min/TOEFLで各セクションやることを決めて今日から実践する,目標/計画,1023,1200.0,2019-04-20T17:13:08+09:00,2019-04-20T17:30:11+09:00,#e19a86
481,30min/一ヶ月単位でやることを考えてドキュメント化する,目標/計画,2370,1800.0,2019-04-20T09:13:05+09:00,2019-04-20T09:52:35+09:00,#e19a86
482,ゲームする,休憩,432,,2019-04-20T09:05:04+09:00,2019-04-20T09:12:16+09:00,#fb8b14
483,20min/単語の発音200個やる,院留学,1092,1200.0,2019-04-20T08:44:59+09:00,2019-04-20T09:03:11+09:00,#04bb9b
484,20min/単語の発音200個やる,院留学,339,1200.0,2019-04-20T08:39:20+09:00,2019-04-20T08:44:59+09:00,#04bb9b
485,TogglをAPI連携してデータを持ってくる,振り返り,801,,2019-04-20T08:25:40+09:00,2019-04-20T08:39:01+09:00,#ea468d
486,TogglをAPI連携してデータを持ってくる,振り返り,1182,,2019-04-20T07:58:54+09:00,2019-04-20T08:18:36+09:00,#ea468d
487,TogglをAPI連携してデータを持ってくる,振り返り,1299,,2019-04-19T23:12:55+09:00,2019-04-19T23:34:34+09:00,#ea468d
488,TogglをAPI連携してデータを持ってくる,振り返り,3000,,2019-04-19T22:22:27+09:00,2019-04-19T23:12:27+09:00,#ea468d
489,40min/情報工学5の課題終わらせて提出まで行く（レポート記述）,大学課題,91,2400.0,2019-04-19T10:21:50+09:00,2019-04-19T10:23:21+09:00,#06aaf5
490,40min/情報工学5の課題終わらせて提出まで行く,大学課題,3660,2400.0,2019-04-19T08:15:02+09:00,2019-04-19T09:16:02+09:00,#06aaf5
491,20min/LGTMホームページ制作/CONCEPTページ修正,,42,1200.0,2019-04-19T08:14:14+09:00,2019-04-19T08:14:56+09:00,
492,40min/情報工学5の課題終わらせて提出まで行く,大学課題,292,2400.0,2019-04-19T08:09:17+09:00,2019-04-19T08:14:09+09:00,#06aaf5
493,20min/部屋の片付けする,その他,438,1200.0,2019-04-19T08:00:21+09:00,2019-04-19T08:07:39+09:00,#c56bff
494,20min/単語の発音200個やる,院留学,1226,1200.0,2019-04-19T07:07:09+09:00,2019-04-19T07:27:35+09:00,#04bb9b
495,40min/Toggl計測結果を見る&1日の中で感じたことを振り返る→明日からのアクションを決める,振り返り,3000,2400.0,2019-04-18T21:15:43+09:00,2019-04-18T22:05:43+09:00,#ea468d
496,40min/Toggl計測結果を見る&1日の中で感じたことを振り返る→明日からのアクションを決める,振り返り,3000,2400.0,2019-04-18T20:25:34+09:00,2019-04-18T21:15:34+09:00,#ea468d
497,振り返りのフレームワーク調べる,その他,222,,2019-04-18T19:53:04+09:00,2019-04-18T19:56:46+09:00,#c56bff
498,40min/Toggl計測結果を見る&1日の中で感じたことを振り返る→明日からのアクションを決める,振り返り,50,2400.0,2019-04-18T19:51:49+09:00,2019-04-18T19:52:39+09:00,#ea468d
499,40min/Toggl計測結果を見る&1日の中で感じたことを振り返る→明日からのアクションを決める,振り返り,128,2400.0,2019-04-18T19:49:25+09:00,2019-04-18T19:51:33+09:00,#ea468d
500,ゲームする,休憩,150,,2019-04-18T19:44:16+09:00,2019-04-18T19:46:46+09:00,#fb8b14
501,りゅうとのやりで返信する,その他,1196,,2019-04-18T19:05:50+09:00,2019-04-18T19:25:46+09:00,#c56bff
502,15min/LGTMホームページ/ハウスページ,,1905,900.0,2019-04-18T18:33:46+09:00,2019-04-18T19:05:31+09:00,
503,20min/LGTMホームページ/各ページのコンテンツを配置する,,1851,1200.0,2019-04-18T18:02:47+09:00,2019-04-18T18:33:38+09:00,
504,LGTMホームページ制作/NEWSページ,,972,,2019-04-18T17:46:15+09:00,2019-04-18T18:02:27+09:00,
505,15min/LGTMのホームページの参考になりそうなHP、UI部品を探し回る,その他インプット,6,900.0,2019-04-18T17:46:04+09:00,2019-04-18T17:46:10+09:00,#3750b5
506,ゲームする,休憩,270,,2019-04-18T17:41:29+09:00,2019-04-18T17:45:59+09:00,#fb8b14
507,10min/LGTMホームページ制作/メニューページ,,312,600.0,2019-04-18T17:34:26+09:00,2019-04-18T17:39:38+09:00,
508,15min/LGTMのホームページの参考になりそうなHP、UI部品を探し回る,その他インプット,70,900.0,2019-04-18T17:24:55+09:00,2019-04-18T17:26:05+09:00,#3750b5
509,10min/LGTMホームページ制作/トップページ,,849,600.0,2019-04-18T17:09:50+09:00,2019-04-18T17:23:59+09:00,
510,LGTMホームページ制作/NEWSページ,,12,,2019-04-18T17:09:24+09:00,2019-04-18T17:09:36+09:00,
511,120min/情報工学5,大学課題,3000,7200.0,2019-04-18T11:42:20+09:00,2019-04-18T12:32:20+09:00,#06aaf5
512,自分の思考を整理してSlackに投下,,786,,2019-04-18T10:20:46+09:00,2019-04-18T10:33:52+09:00,
513,Pomodoro Break,休憩,36,,2019-04-18T10:20:10+09:00,2019-04-18T10:20:46+09:00,#fb8b14
514,自分の思考を整理してSlackに投下,,1080,,2019-04-18T09:12:49+09:00,2019-04-18T09:30:49+09:00,
515,記事読む,その他,458,,2019-04-18T08:50:42+09:00,2019-04-18T08:58:20+09:00,#c56bff
516,記事読む,その他,1204,,2019-04-18T08:30:14+09:00,2019-04-18T08:50:18+09:00,#c56bff
517,部屋の掃除,その他,1860,,2019-04-18T07:59:14+09:00,2019-04-18T08:30:14+09:00,#c56bff
518,単語のリスニング,院留学,555,,2019-04-18T07:23:47+09:00,2019-04-18T07:33:02+09:00,#04bb9b
519,20min/考える,,2552,1200.0,2019-04-17T19:34:00+09:00,2019-04-17T20:16:32+09:00,
520,Pomodoro Break,休憩,109,,2019-04-17T19:18:19+09:00,2019-04-17T19:20:08+09:00,#fb8b14
521,ゲームする,休憩,435,,2019-04-17T19:04:43+09:00,2019-04-17T19:11:58+09:00,#fb8b14
522,20min/書いたプログラムに対して説明を加える,大学課題,1587,1200.0,2019-04-17T17:04:38+09:00,2019-04-17T17:31:05+09:00,#06aaf5
523,20min/単語を調べた上でもう一度読み直す,院留学,710,1200.0,2019-04-17T16:22:11+09:00,2019-04-17T16:34:01+09:00,#04bb9b
524,40min/TOEFL、Reading、わからなかった単語のチェック,院留学,938,2400.0,2019-04-17T16:06:18+09:00,2019-04-17T16:21:56+09:00,#04bb9b
525,30min/PythonでToggl分析,,431,1800.0,2019-04-17T15:49:14+09:00,2019-04-17T15:56:25+09:00,
526,40min/TOEFL、Reading、わからなかった単語のチェック,院留学,1282,2400.0,2019-04-17T14:21:39+09:00,2019-04-17T14:43:01+09:00,#04bb9b
527,TOEFL 、Readingの施策を立てる。,院留学,1073,,2019-04-17T13:52:59+09:00,2019-04-17T14:10:52+09:00,#04bb9b
528,眠いのでゲームしてみる,休憩,282,,2019-04-17T13:48:07+09:00,2019-04-17T13:52:49+09:00,#fb8b14
529,TOEFL 、Readingの施策を立てる。,院留学,1296,,2019-04-17T13:26:12+09:00,2019-04-17T13:47:48+09:00,#04bb9b
530,Pomodoro Break,休憩,300,,2019-04-17T13:12:34+09:00,2019-04-17T13:17:34+09:00,#fb8b14
531,40min/TOEFLの基礎知識を読む,院留学,2580,2400.0,2019-04-17T12:22:34+09:00,2019-04-17T13:05:34+09:00,#04bb9b
532,Pomodoro Break,休憩,300,,2019-04-17T11:50:39+09:00,2019-04-17T11:55:39+09:00,#fb8b14
533,ゲームする,休憩,3000,,2019-04-17T10:59:21+09:00,2019-04-17T11:49:21+09:00,#fb8b14
534,Pomodoro Break,休憩,300,,2019-04-17T10:41:31+09:00,2019-04-17T10:46:31+09:00,#fb8b14
535,30min/プログラミング演習課題を終わらせる,大学課題,3000,1800.0,2019-04-17T09:51:31+09:00,2019-04-17T10:41:31+09:00,#06aaf5
536,LGTMハウス探す,その他,683,,2019-04-17T09:32:02+09:00,2019-04-17T09:43:25+09:00,#c56bff
537,ゲームする,休憩,351,,2019-04-17T09:26:01+09:00,2019-04-17T09:31:52+09:00,#fb8b14
538,matesの今後の運用改善について考える,,151,,2019-04-17T09:23:30+09:00,2019-04-17T09:26:01+09:00,
539,Pomodoro Break,休憩,13,,2019-04-17T09:23:06+09:00,2019-04-17T09:23:19+09:00,#fb8b14
540,記事読む,その他インプット,3000,,2019-04-17T08:33:05+09:00,2019-04-17T09:23:05+09:00,#3750b5
541,jupyter notebookでnumpy使えるようにする,その他,606,,2019-04-15T21:36:32+09:00,2019-04-15T21:46:38+09:00,#c56bff
542,ゲームする,休憩,1068,,2019-04-15T20:22:48+09:00,2019-04-15T20:40:36+09:00,#fb8b14
543,GCIの試験受ける,大学課題,3613,,2019-04-15T19:20:47+09:00,2019-04-15T20:21:00+09:00,#06aaf5
544,240min/GCI合格のためにPythonの復習をする,その他インプット,1077,14400.0,2019-04-15T18:50:09+09:00,2019-04-15T19:08:06+09:00,#3750b5
545,Pomodoro Break,休憩,300,,2019-04-15T18:44:44+09:00,2019-04-15T18:49:44+09:00,#fb8b14
546,240min/GCI合格のためにPythonの復習をする,その他インプット,3000,14400.0,2019-04-15T17:54:44+09:00,2019-04-15T18:44:44+09:00,#3750b5
547,Pomodoro Break,休憩,24,,2019-04-15T17:54:18+09:00,2019-04-15T17:54:42+09:00,#fb8b14
548,240min/GCI合格のためにPythonの復習をする,その他インプット,3000,14400.0,2019-04-15T17:04:18+09:00,2019-04-15T17:54:18+09:00,#3750b5
549,Pomodoro Break,休憩,20,,2019-04-15T17:03:58+09:00,2019-04-15T17:04:18+09:00,#fb8b14
550,240min/GCI合格のためにPythonの復習をする,その他インプット,1200,14400.0,2019-04-15T16:43:58+09:00,2019-04-15T17:03:58+09:00,#3750b5
551,120min/TOEFL単語帳やる（1200個進める）,院留学,1903,7200.0,2019-04-15T16:10:15+09:00,2019-04-15T16:41:58+09:00,#04bb9b
552,120min/TOEFL単語帳やる（1200個進める）,院留学,1097,7200.0,2019-04-15T15:35:29+09:00,2019-04-15T15:53:46+09:00,#04bb9b
553,ゲームする,休憩,309,,2019-04-15T15:30:17+09:00,2019-04-15T15:35:26+09:00,#fb8b14
554,120min/TOEFL単語帳やる（1200個進める）,院留学,413,7200.0,2019-04-15T15:23:22+09:00,2019-04-15T15:30:15+09:00,#04bb9b
555,寝る,休憩,928,,2019-04-15T14:59:44+09:00,2019-04-15T15:15:12+09:00,#fb8b14
556,寝る,休憩,193,,2019-04-15T14:52:29+09:00,2019-04-15T14:55:42+09:00,#fb8b14
557,120min/TOEFL単語帳やる（1200個進める）,院留学,2958,7200.0,2019-04-15T14:34:04+09:00,2019-04-15T15:23:22+09:00,#04bb9b
558,Apple Storeで欲しいもの見る,その他,189,,2019-04-15T10:09:14+09:00,2019-04-15T10:12:23+09:00,#c56bff
559,60min/実験課題,大学課題,408,3600.0,2019-04-15T10:02:15+09:00,2019-04-15T10:09:03+09:00,#06aaf5
560,60min/実験課題,大学課題,4016,3600.0,2019-04-15T08:42:32+09:00,2019-04-15T09:49:28+09:00,#06aaf5
561,TOEFLの勉強の進め方を今一度考える,院留学,2777,,2019-04-14T17:21:03+09:00,2019-04-14T18:07:20+09:00,#04bb9b
562,15min/ドメイン駆動設計/クリーンアーキテクチャを人に説明できるレベルまで理解する,その他インプット,865,900.0,2019-04-14T17:02:57+09:00,2019-04-14T17:17:22+09:00,#3750b5
563,Pomodoro Break,休憩,89,,2019-04-14T17:01:24+09:00,2019-04-14T17:02:53+09:00,#fb8b14
564,15min/ドメイン駆動設計/クリーンアーキテクチャを人に説明できるレベルまで理解する,その他インプット,1200,900.0,2019-04-14T16:36:38+09:00,2019-04-14T16:56:38+09:00,#3750b5
565,40min/CG課題（4/18締め切り）,大学課題,456,2400.0,2019-04-14T16:18:20+09:00,2019-04-14T16:25:56+09:00,#06aaf5
566,Pomodoro Break,休憩,180,,2019-04-14T16:15:13+09:00,2019-04-14T16:18:13+09:00,#fb8b14
567,ゲームする,休憩,1200,,2019-04-14T15:55:13+09:00,2019-04-14T16:15:13+09:00,#fb8b14
568,Pomodoro Break,休憩,8,,2019-04-14T15:55:04+09:00,2019-04-14T15:55:12+09:00,#fb8b14
569,40min/CG課題（4/18締め切り）,大学課題,1200,2400.0,2019-04-14T15:35:04+09:00,2019-04-14T15:55:04+09:00,#06aaf5
570,Pythonでtkinterを使えるようにする,その他インプット,867,,2019-04-14T15:20:32+09:00,2019-04-14T15:34:59+09:00,#3750b5
571,Anaconda最新版のインストール,その他,514,,2019-04-14T14:17:58+09:00,2019-04-14T14:26:32+09:00,#c56bff
572,40min/CG課題（4/18締め切り）,大学課題,1200,2400.0,2019-04-14T13:54:34+09:00,2019-04-14T14:14:34+09:00,#06aaf5
573,ゲームする,休憩,694,,2019-04-14T13:33:48+09:00,2019-04-14T13:45:22+09:00,#fb8b14
574,10min/さんぱちロゴのAiデータ渡す,,1110,600.0,2019-04-14T13:04:26+09:00,2019-04-14T13:22:56+09:00,
575,30min/海外インターンシップのやつに応募する https://webcasml.interlink.or.jp/form/fm/interlink…,院留学,165,1800.0,2019-04-14T11:32:35+09:00,2019-04-14T11:35:20+09:00,#04bb9b
576,Pomodoro Break,休憩,180,,2019-04-14T11:29:26+09:00,2019-04-14T11:32:26+09:00,#fb8b14
577,30min/海外インターンシップのやつに応募する https://webcasml.interlink.or.jp/form/fm/interlink…,院留学,1200,1800.0,2019-04-14T11:09:26+09:00,2019-04-14T11:29:26+09:00,#04bb9b
578,30min/海外インターンシップのやつに応募する https://webcasml.interlink.or.jp/form/fm/interlink…,院留学,1200,1800.0,2019-04-14T10:46:16+09:00,2019-04-14T11:06:16+09:00,#04bb9b
579,10min/学科コンの予約をする,その他,656,600.0,2019-04-14T10:32:04+09:00,2019-04-14T10:43:00+09:00,#c56bff
580,20min/プログラミング演習課題（4/15締め切り）,大学課題,1033,1200.0,2019-04-14T10:14:02+09:00,2019-04-14T10:31:15+09:00,#06aaf5
581,ゲームする,休憩,633,,2019-04-14T10:03:27+09:00,2019-04-14T10:14:00+09:00,#fb8b14
582,20min/プログラミング演習課題（4/15締め切り）,大学課題,1200,1200.0,2019-04-14T09:39:44+09:00,2019-04-14T09:59:44+09:00,#06aaf5
583,メール返信する,その他,727,,2019-04-13T09:33:59+09:00,2019-04-13T09:46:06+09:00,#c56bff
584,15min/GCIに応募する（4/14締め切り）,大学課題,1614,900.0,2019-04-13T09:05:41+09:00,2019-04-13T09:32:35+09:00,#06aaf5
585,7時おきの経過期間タイマーを設置,その他,319,,2019-04-13T08:55:09+09:00,2019-04-13T09:00:28+09:00,#c56bff
586,60min/DBMS課題,大学課題,2741,3600.0,2019-04-12T21:16:33+09:00,2019-04-12T22:02:14+09:00,#06aaf5
587,10min/履修登録をする,大学課題,2549,600.0,2019-04-12T20:29:52+09:00,2019-04-12T21:12:21+09:00,#06aaf5
588,日報書く,インターン,220,,2019-04-12T20:22:18+09:00,2019-04-12T20:25:58+09:00,#205500
589,pbのdbのmockをローカルのdockerで作成できるようにする,インターン,2361,,2019-04-12T18:21:35+09:00,2019-04-12T19:00:56+09:00,#205500
590,以下の変更をPRにして投げる,インターン,4419,,2019-04-12T17:07:12+09:00,2019-04-12T18:20:51+09:00,#205500
591,pbのdbのmockをローカルのdockerで作成できるようにする,インターン,4688,,2019-04-12T15:41:50+09:00,2019-04-12T16:59:58+09:00,#205500
592,pbのdbのmockをローカルのdockerで作成できるようにする,インターン,518,,2019-04-12T14:48:11+09:00,2019-04-12T14:56:49+09:00,#205500
593,dockerでposgresql立てる,インターン,10,,2019-04-12T14:47:44+09:00,2019-04-12T14:47:54+09:00,#205500
594,Pomodoro Break,休憩,36,,2019-04-12T14:47:05+09:00,2019-04-12T14:47:41+09:00,#fb8b14
595,Pomodoro Break,休憩,1200,,2019-04-12T14:27:05+09:00,2019-04-12T14:47:05+09:00,#fb8b14
596,dockerでposgresql立てる,インターン,872,,2019-04-12T14:12:29+09:00,2019-04-12T14:27:01+09:00,#205500
597,Pomodoro Break,休憩,8,,2019-04-12T14:12:08+09:00,2019-04-12T14:12:16+09:00,#fb8b14
598,dockerでposgresql立てる,インターン,1200,,2019-04-12T13:52:08+09:00,2019-04-12T14:12:08+09:00,#205500
599,dockerでポスグレの立て方を調べる,インターン,1200,,2019-04-12T12:22:11+09:00,2019-04-12T12:42:11+09:00,#205500
600,dockerでポスグレの立て方を調べる,インターン,2,,2019-04-12T12:22:09+09:00,2019-04-12T12:22:11+09:00,#205500
601,dockerでポスグレの立て方を調べる,インターン,2,,2019-04-12T12:22:07+09:00,2019-04-12T12:22:09+09:00,#205500
602,Pomodoro Break,休憩,1200,,2019-04-12T11:58:57+09:00,2019-04-12T12:18:57+09:00,#fb8b14
603,dockerでポスグレの立て方を調べる,インターン,1200,,2019-04-12T11:38:38+09:00,2019-04-12T11:58:38+09:00,#205500
604,dockerでポスグレの立て方を調べる,インターン,1200,,2019-04-12T10:49:05+09:00,2019-04-12T11:09:05+09:00,#205500
