,description,project,duration,expected_duration,started_at,ended_at,project_hex_color
605,15min/dockerの理解,インターン,964,900.0,2019-04-12T10:32:54+09:00,2019-04-12T10:48:58+09:00,#205500
606,60min/DBMS課題,大学課題,3694,3600.0,2019-04-12T08:49:09+09:00,2019-04-12T09:50:43+09:00,#06aaf5
607,60min/TOEFL スピーキングセクションの学習サイクルを決める,院留学,3837,3600.0,2019-04-11T23:17:45+09:00,2019-04-12T00:21:42+09:00,#04bb9b
608,30min/TOEFLの各セッションが満遍なく伸ばす習慣の言語化（TOEFLの勉強計画）,院留学,1455,1800.0,2019-04-11T22:52:56+09:00,2019-04-11T23:17:11+09:00,#04bb9b
609,60min/DBMS課題,大学課題,950,3600.0,2019-04-11T22:00:34+09:00,2019-04-11T22:16:24+09:00,#06aaf5
610,ゲームする,休憩,392,,2019-04-11T21:50:45+09:00,2019-04-11T21:57:17+09:00,#fb8b14
611,60min/DBMS課題,大学課題,3620,3600.0,2019-04-11T20:50:21+09:00,2019-04-11T21:50:41+09:00,#06aaf5
612,10min/今日の分析,その他,1157,600.0,2019-04-10T23:32:06+09:00,2019-04-10T23:51:23+09:00,#c56bff
613,30min/引っ越しタスク/父さんが絞り込んでくれたやつから三つまで絞り込む,その他,429,1800.0,2019-04-10T23:24:47+09:00,2019-04-10T23:31:56+09:00,#c56bff
614,30min/プログラミング演習の課題,大学課題,2391,1800.0,2019-04-10T21:06:04+09:00,2019-04-10T21:45:55+09:00,#06aaf5
615,30min/情報工学3,大学課題,1660,1800.0,2019-04-10T16:16:33+09:00,2019-04-10T16:44:13+09:00,#06aaf5
616,部屋の片付け,その他,2601,,2019-04-10T13:37:11+09:00,2019-04-10T14:20:32+09:00,#c56bff
617,部屋の片付け,その他,307,,2019-04-10T13:31:48+09:00,2019-04-10T13:36:55+09:00,#c56bff
618,寝る,休憩,5349,,2019-04-10T10:57:20+09:00,2019-04-10T12:26:29+09:00,#fb8b14
619,メルカリに出品/部屋の整理,その他,5018,,2019-04-10T09:33:37+09:00,2019-04-10T10:57:15+09:00,#c56bff
620,matesバグ修正,その他,908,,2019-04-09T18:23:20+09:00,2019-04-09T18:38:28+09:00,#c56bff
621,10min/デザイン（コーチング）の記事読む,その他インプット,623,600.0,2019-04-09T10:15:09+09:00,2019-04-09T10:25:32+09:00,#3750b5
622,10min/デザイン（コーチング）の記事読む,その他インプット,22,600.0,2019-04-09T10:14:41+09:00,2019-04-09T10:15:03+09:00,#3750b5
623,ニコ動アカウント、料金設定確認,その他,579,,2019-04-08T21:26:06+09:00,2019-04-08T21:35:45+09:00,#c56bff
624,ニコ動アカウント、料金設定確認,その他,727,,2019-04-08T21:13:59+09:00,2019-04-08T21:26:06+09:00,#c56bff
625,30min/TOEFLの各セッションが満遍なく伸ばす習慣の言語化（TOEFLの勉強計画）,院留学,1184,1800.0,2019-04-08T20:37:04+09:00,2019-04-08T20:56:48+09:00,#04bb9b
626,matesエラー改修,その他,1005,,2019-04-08T20:20:14+09:00,2019-04-08T20:36:59+09:00,#c56bff
627,ゲームする,休憩,539,,2019-04-08T19:47:53+09:00,2019-04-08T19:56:52+09:00,#fb8b14
628,ゲームする,休憩,400,,2019-04-08T19:41:04+09:00,2019-04-08T19:47:44+09:00,#fb8b14
629,matesの新コンセプトの提案,,637,,2019-04-08T19:19:22+09:00,2019-04-08T19:29:59+09:00,
630,エンジニア関連の記事読む,その他インプット,1515,,2019-04-08T18:38:09+09:00,2019-04-08T19:03:24+09:00,#3750b5
631,matesの新コンセプトの提案,,795,,2019-04-08T18:24:51+09:00,2019-04-08T18:38:06+09:00,
632,30min/TOEFLの各セッションが満遍なく伸ばす習慣の言語化（TOEFLの勉強計画）,院留学,77,1800.0,2019-04-08T18:23:25+09:00,2019-04-08T18:24:42+09:00,#04bb9b
633,エンジニア関連の記事読む,その他インプット,1991,,2019-04-08T17:50:07+09:00,2019-04-08T18:23:18+09:00,#3750b5
634,matesの新コンセプトの提案,,2063,,2019-04-08T17:49:02+09:00,2019-04-08T18:23:25+09:00,
635,15min/コム地下で相談する内容をドキュメント化する,院留学,517,900.0,2019-04-08T16:34:57+09:00,2019-04-08T16:43:34+09:00,#04bb9b
636,90min/引っ越し先を決める（5個まで絞って父さんに見てもらう）,その他,3557,5400.0,2019-04-08T15:30:33+09:00,2019-04-08T16:29:50+09:00,#c56bff
637,スタンドアップデスク買うか検討する,その他,310,,2019-04-08T15:15:49+09:00,2019-04-08T15:20:59+09:00,#c56bff
638,洋書を読む（PEAK）,その他インプット,2722,,2019-04-08T09:49:24+09:00,2019-04-08T10:34:46+09:00,#3750b5
639,30min/要約: FACTFULNESS,その他,1075,1800.0,2019-04-07T21:56:54+09:00,2019-04-07T22:14:49+09:00,#c56bff
640,履修のスプレッドシート修正,大学課題,370,,2019-04-07T21:50:19+09:00,2019-04-07T21:56:29+09:00,#06aaf5
641,ゲームする,休憩,118,,2019-04-07T21:40:25+09:00,2019-04-07T21:42:23+09:00,#fb8b14
642,180min/本: ネットワークはなぜつながるのか,その他インプット,2636,10800.0,2019-04-07T20:44:05+09:00,2019-04-07T21:28:01+09:00,#3750b5
643,180min/本: ネットワークはなぜつながるのか,その他インプット,3611,10800.0,2019-04-07T19:27:25+09:00,2019-04-07T20:27:36+09:00,#3750b5
644,180min/本: ネットワークはなぜつながるのか,その他インプット,8067,10800.0,2019-04-07T16:36:16+09:00,2019-04-07T18:50:43+09:00,#3750b5
645,180min/本: ネットワークはなぜつながるのか,その他インプット,1200,10800.0,2019-04-07T16:12:02+09:00,2019-04-07T16:32:02+09:00,#3750b5
646,ゲームする,休憩,380,,2019-04-07T16:05:42+09:00,2019-04-07T16:12:02+09:00,#fb8b14
647,180min/本: ネットワークはなぜつながるのか,その他インプット,1028,10800.0,2019-04-07T15:48:30+09:00,2019-04-07T16:05:38+09:00,#3750b5
648,睡眠,休憩,715,,2019-04-07T15:36:33+09:00,2019-04-07T15:48:28+09:00,#fb8b14
649,180min/本: ネットワークはなぜつながるのか,その他インプット,507,10800.0,2019-04-07T15:28:01+09:00,2019-04-07T15:36:28+09:00,#3750b5
650,Pomodoro Break,休憩,380,,2019-04-07T15:21:39+09:00,2019-04-07T15:27:59+09:00,#fb8b14
651,Pomodoro Break,休憩,392,,2019-04-07T15:15:03+09:00,2019-04-07T15:21:35+09:00,#fb8b14
652,180min/本: ネットワークはなぜつながるのか,その他インプット,40,10800.0,2019-04-07T15:14:15+09:00,2019-04-07T15:14:55+09:00,#3750b5
653,15min/自分について考える期間のまとめを言語化する,その他,1583,900.0,2019-04-07T14:44:54+09:00,2019-04-07T15:11:17+09:00,#c56bff
654,15min/GCIに応募する,その他,186,900.0,2019-04-07T14:41:13+09:00,2019-04-07T14:44:19+09:00,#c56bff
655,5min/タスク整理,その他,3,300.0,2019-04-07T14:40:51+09:00,2019-04-07T14:40:54+09:00,#c56bff
656,15min/GCIに応募する,その他,1,900.0,2019-04-07T14:40:50+09:00,2019-04-07T14:40:51+09:00,#c56bff
657,15min/GCIに応募する,その他,2,900.0,2019-04-07T14:40:48+09:00,2019-04-07T14:40:50+09:00,#c56bff
658,5min/タスク整理,その他,92,300.0,2019-04-07T14:36:31+09:00,2019-04-07T14:38:03+09:00,#c56bff
659,15min/GCIに応募する,その他,88,900.0,2019-04-07T14:35:03+09:00,2019-04-07T14:36:31+09:00,#c56bff
660,15min/Toggl集計結果分析,その他,1363,900.0,2019-04-07T14:11:37+09:00,2019-04-07T14:34:20+09:00,#c56bff
661,15min/Toggl集計結果分析,その他,11,900.0,2019-04-07T14:11:25+09:00,2019-04-07T14:11:36+09:00,#c56bff
662,ゲームする,休憩,294,,2019-04-07T14:06:31+09:00,2019-04-07T14:11:25+09:00,#fb8b14
663,タスク確認,その他,176,,2019-04-07T13:55:56+09:00,2019-04-07T13:58:52+09:00,#c56bff
664,部屋の片付け,その他,449,,2019-04-07T12:37:59+09:00,2019-04-07T12:45:28+09:00,#c56bff
665,mates改善（Load.cssつける）,その他,5195,,2019-04-07T10:26:52+09:00,2019-04-07T11:53:27+09:00,#c56bff
666,mates改善（トップページのランダム表示）,その他,921,,2019-04-07T00:44:28+09:00,2019-04-07T00:59:49+09:00,#c56bff
667,30min/計画と目標の評価をきちんとするための施策を打つ。,その他,1904,1800.0,2019-04-06T16:28:01+09:00,2019-04-06T16:59:45+09:00,#c56bff
668,ゲームする,休憩,806,,2019-04-06T16:13:57+09:00,2019-04-06T16:27:23+09:00,#fb8b14
669,30min/計画と目標の評価をきちんとするための施策を打つ。,その他,123,1800.0,2019-04-06T16:11:19+09:00,2019-04-06T16:13:22+09:00,#c56bff
670,連絡周り,その他,788,,2019-04-06T15:55:57+09:00,2019-04-06T16:09:05+09:00,#c56bff
671,150min/ネットワークはなぜつながるか残り300ページ,その他インプット,1300,9000.0,2019-04-06T11:04:32+09:00,2019-04-06T11:26:12+09:00,#3750b5
672,150min/ネットワークはなぜつながるか残り300ページ,その他インプット,2384,9000.0,2019-04-05T17:51:08+09:00,2019-04-05T18:30:52+09:00,#3750b5
673,15min/matesのエラーページ実装前処理,,164,900.0,2019-04-05T17:17:56+09:00,2019-04-05T17:20:40+09:00,
674,15min/matesのエラーページ実装前処理,,943,900.0,2019-04-05T16:29:42+09:00,2019-04-05T16:45:25+09:00,
675,150min/ネットワークはなぜつながるか残り300ページ,その他インプット,630,9000.0,2019-04-05T15:50:02+09:00,2019-04-05T16:00:32+09:00,#3750b5
676,10min/全ての授業をITCLMSに登録する,大学課題,649,600.0,2019-04-05T15:13:08+09:00,2019-04-05T15:23:57+09:00,#06aaf5
677,matesのエラーページ実装前処理,,162,,2019-04-04T22:14:21+09:00,2019-04-04T22:17:03+09:00,
678,履修決める,その他,559,,2019-04-04T21:26:48+09:00,2019-04-04T21:36:07+09:00,#c56bff
679,履修決める,その他,167,,2019-04-04T21:13:33+09:00,2019-04-04T21:16:20+09:00,#c56bff
680,例外処理について理解する,その他インプット,779,,2019-04-04T20:57:20+09:00,2019-04-04T21:10:19+09:00,#3750b5
681,matesエラーページタスクやるための準備する,,1137,,2019-04-04T20:29:47+09:00,2019-04-04T20:48:44+09:00,
682,Pomodoro Break,休憩,7,,2019-04-04T20:29:40+09:00,2019-04-04T20:29:47+09:00,#fb8b14
683,matesエラーページタスクやるための準備する,,1200,,2019-04-04T20:09:40+09:00,2019-04-04T20:29:40+09:00,
684,matesエラーページタスクのアサイン,,788,,2019-04-04T19:47:11+09:00,2019-04-04T20:00:19+09:00,
685,Pomodoro Break,休憩,7,,2019-04-04T18:35:28+09:00,2019-04-04T18:35:35+09:00,#fb8b14
686,Wifiの仕組み調べる,その他インプット,600,,2019-04-04T18:15:28+09:00,2019-04-04T18:25:28+09:00,#3750b5
687,Pomodoro Break,休憩,180,,2019-04-04T16:59:07+09:00,2019-04-04T17:02:07+09:00,#fb8b14
688,pbの本番DBのmockを作成しma-sreの開発DB化する/どういうdigdag、embulkが走っているかを見る,インターン,2271,,2019-04-04T16:20:54+09:00,2019-04-04T16:58:45+09:00,#205500
689,pbの本番DBのmockを作成しma-sreの開発DB化する/環境構築,インターン,1318,,2019-04-04T15:58:09+09:00,2019-04-04T16:20:07+09:00,#205500
690,本番環境にVPCエンドポイントを立てる,インターン,1200,,2019-04-04T14:56:44+09:00,2019-04-04T15:16:44+09:00,#205500
691,消したコメントをRevertを使って元に戻す,インターン,1130,,2019-04-04T14:06:10+09:00,2019-04-04T14:25:00+09:00,#205500
692,cfnのtemplate validationをs3にローカルファイルを上げることで通せるようにする,インターン,1331,,2019-04-04T13:43:47+09:00,2019-04-04T14:05:58+09:00,#205500
693,Pomodoro Break,休憩,180,,2019-04-04T13:40:32+09:00,2019-04-04T13:43:32+09:00,#fb8b14
694,cfnのtemplate validationをs3にローカルファイルを上げることで通せるようにする,インターン,1200,,2019-04-04T13:07:16+09:00,2019-04-04T13:27:16+09:00,#205500
695,MAチームMTG,インターン,3608,,2019-04-04T11:06:39+09:00,2019-04-04T12:06:47+09:00,#205500
696,s3について知らない人に説明できるレベルまで調べる,インターン,1200,,2019-04-04T10:34:44+09:00,2019-04-04T10:54:44+09:00,#205500
697,s3について知らない人に説明できるレベルまで調べる,インターン,33,,2019-04-04T10:14:28+09:00,2019-04-04T10:15:01+09:00,#205500
698,Pomodoro Break,休憩,180,,2019-04-04T00:11:55+09:00,2019-04-04T00:14:55+09:00,#fb8b14
699,履修決める,その他,1200,,2019-04-03T23:51:55+09:00,2019-04-04T00:11:55+09:00,#c56bff
700,履修システムを読む,その他,1,,2019-04-03T23:51:54+09:00,2019-04-03T23:51:55+09:00,#c56bff
701,Pomodoro Break,休憩,180,,2019-04-03T22:10:12+09:00,2019-04-03T22:13:12+09:00,#fb8b14
702,ネットサーフィン,その他,1200,,2019-04-03T21:50:12+09:00,2019-04-03T22:10:12+09:00,#c56bff
703,今後も使えるよう履修/GPA管理のGSS作る,その他,58,,2019-04-03T21:14:37+09:00,2019-04-03T21:15:35+09:00,#c56bff
704,今後も使えるよう履修/GPA管理のGSS作る,その他,1047,,2019-04-03T20:45:26+09:00,2019-04-03T21:02:53+09:00,#c56bff
705,Pomodoro Break,休憩,4,,2019-04-03T20:45:22+09:00,2019-04-03T20:45:26+09:00,#fb8b14
706,今後も使えるよう履修/GPA管理のGSS作る,その他,1200,,2019-04-03T20:25:22+09:00,2019-04-03T20:45:22+09:00,#c56bff
707,履修決める,その他,699,,2019-04-03T20:13:26+09:00,2019-04-03T20:25:05+09:00,#c56bff
708,履修決める,その他,1043,,2019-04-03T19:56:01+09:00,2019-04-03T20:13:24+09:00,#c56bff
709,Pomodoro Break,休憩,180,,2019-04-03T19:50:46+09:00,2019-04-03T19:53:46+09:00,#fb8b14
710,履修システムを読む,その他,1200,,2019-04-03T19:30:46+09:00,2019-04-03T19:50:46+09:00,#c56bff
711,履修システムを読む,その他,3,,2019-04-03T19:30:43+09:00,2019-04-03T19:30:46+09:00,#c56bff
712,ゲームする,休憩,821,,2019-04-03T19:16:55+09:00,2019-04-03T19:30:36+09:00,#fb8b14
713,Pomodoro Break,休憩,4,,2019-04-03T19:16:51+09:00,2019-04-03T19:16:55+09:00,#fb8b14
714,履修システムを読む,その他,424,,2019-04-03T19:09:45+09:00,2019-04-03T19:16:49+09:00,#c56bff
715,Pomodoro Break,休憩,38,,2019-04-03T19:09:05+09:00,2019-04-03T19:09:43+09:00,#fb8b14
716,履修システムを読む,その他,1200,,2019-04-03T18:49:05+09:00,2019-04-03T19:09:05+09:00,#c56bff
717,Pomodoro Break,休憩,180,,2019-04-03T18:44:58+09:00,2019-04-03T18:47:58+09:00,#fb8b14
718,履修システムを読む,その他,1200,,2019-04-03T18:24:58+09:00,2019-04-03T18:44:58+09:00,#c56bff
719,履修決める,その他,89,,2019-04-03T18:23:30+09:00,2019-04-03T18:24:59+09:00,#c56bff
720,Pomodoro Break,休憩,153,,2019-04-03T14:30:42+09:00,2019-04-03T14:33:15+09:00,#fb8b14
721,TOEFLの申し込みをする,院留学,775,,2019-04-03T14:17:37+09:00,2019-04-03T14:30:32+09:00,#04bb9b
722,Pomodoro Break,休憩,412,,2019-04-03T14:10:38+09:00,2019-04-03T14:17:30+09:00,#fb8b14
723,TOEFLの申し込みをする,院留学,897,,2019-04-03T13:55:39+09:00,2019-04-03T14:10:36+09:00,#04bb9b
724,Pomodoro Break,休憩,9,,2019-04-03T13:55:30+09:00,2019-04-03T13:55:39+09:00,#fb8b14
725,TOEFLの申し込みをする,院留学,1200,,2019-04-03T13:35:30+09:00,2019-04-03T13:55:30+09:00,#04bb9b
726,Pomodoro Break,休憩,984,,2019-04-03T13:19:04+09:00,2019-04-03T13:35:28+09:00,#fb8b14
727,TOEFLの申し込みをする,院留学,731,,2019-04-03T13:06:53+09:00,2019-04-03T13:19:04+09:00,#04bb9b
728,Pomodoro Break,休憩,1113,,2019-04-03T12:48:08+09:00,2019-04-03T13:06:41+09:00,#fb8b14
729,ゲームする,休憩,2,,2019-04-03T12:48:06+09:00,2019-04-03T12:48:08+09:00,#fb8b14
730,ゲームする,休憩,1,,2019-04-03T12:48:05+09:00,2019-04-03T12:48:06+09:00,#fb8b14
731,LGTMホームページ制作/CONCEPTページ,,594,,2019-04-03T12:38:09+09:00,2019-04-03T12:48:03+09:00,
732,TOEFLの申し込みをする,院留学,145,,2019-04-03T12:35:44+09:00,2019-04-03T12:38:09+09:00,#04bb9b
733,LGTMホームページ制作/CONCEPTページ,,563,,2019-04-03T12:25:47+09:00,2019-04-03T12:35:10+09:00,
734,ゲームする,休憩,245,,2019-04-03T12:21:40+09:00,2019-04-03T12:25:45+09:00,#fb8b14
735,Toggl、過去のタスクにラベル貼る,その他,135,,2019-04-03T12:19:25+09:00,2019-04-03T12:21:40+09:00,#c56bff
736,Pomodoro Break,休憩,72,,2019-04-03T12:17:54+09:00,2019-04-03T12:19:06+09:00,#fb8b14
737,LGTMホームページ制作/CONCEPTページ,,578,,2019-04-03T12:08:08+09:00,2019-04-03T12:17:46+09:00,
738,Pomodoro Break,休憩,4,,2019-04-03T12:08:04+09:00,2019-04-03T12:08:08+09:00,#fb8b14
739,LGTMホームページ制作/CONCEPTページ,,1200,,2019-04-03T11:48:04+09:00,2019-04-03T12:08:04+09:00,
740,LGTMのホームページデザイン/トップページのデザイン（修正）,,12,,2019-04-03T11:47:52+09:00,2019-04-03T11:48:04+09:00,
741,LGTMのホームページデザイン/トップページのデザイン（修正）,,2,,2019-04-03T11:47:50+09:00,2019-04-03T11:47:52+09:00,
742,ゲームする,休憩,1087,,2019-04-03T11:29:41+09:00,2019-04-03T11:47:48+09:00,#fb8b14
743,Pomodoro Break,休憩,240,,2019-04-03T11:25:41+09:00,2019-04-03T11:29:41+09:00,#fb8b14
744,Pomodoro Break,休憩,146,,2019-04-03T11:23:14+09:00,2019-04-03T11:25:40+09:00,#fb8b14
745,LGTMのホームページデザイン/トップページのデザイン（修正）,,1200,,2019-04-03T11:03:14+09:00,2019-04-03T11:23:14+09:00,
746,Pomodoro Break,休憩,180,,2019-04-03T11:00:02+09:00,2019-04-03T11:03:02+09:00,#fb8b14
747,LGTMのホームページデザイン/トップページのデザイン（修正）,,1200,,2019-04-03T10:40:02+09:00,2019-04-03T11:00:02+09:00,
748,Googleアナリティクスの用語を調べる,その他インプット,225,,2019-04-03T10:35:44+09:00,2019-04-03T10:39:29+09:00,#3750b5
749,Pomodoro Break,休憩,180,,2019-04-02T22:39:50+09:00,2019-04-02T22:42:50+09:00,#fb8b14
750,LGTMのホームページデザイン/トップページのデザイン（修正）,,1200,,2019-04-02T22:19:50+09:00,2019-04-02T22:39:50+09:00,
751,Pomodoro Break,休憩,3,,2019-04-02T22:19:47+09:00,2019-04-02T22:19:50+09:00,#fb8b14
752,LGTMのホームページデザイン/トップページのデザイン（修正）,,1200,,2019-04-02T21:59:47+09:00,2019-04-02T22:19:47+09:00,
753,Pomodoro Break,休憩,14,,2019-04-02T21:46:10+09:00,2019-04-02T21:46:24+09:00,#fb8b14
754,LGTMのホームページデザイン/トップページのデザイン（修正）,,1200,,2019-04-02T21:10:59+09:00,2019-04-02T21:30:59+09:00,
755,Pomodoro Break,休憩,9,,2019-04-02T21:10:50+09:00,2019-04-02T21:10:59+09:00,#fb8b14
756,LGTMのホームページデザイン/トップページのデザイン（修正）,,1200,,2019-04-02T20:50:50+09:00,2019-04-02T21:10:50+09:00,
757,Pomodoro Break,休憩,4,,2019-04-02T20:50:46+09:00,2019-04-02T20:50:50+09:00,#fb8b14
758,LGTMのホームページデザイン/トップページのデザイン（修正）,,1200,,2019-04-02T20:30:46+09:00,2019-04-02T20:50:46+09:00,
759,Pomodoro Break,休憩,180,,2019-04-02T20:27:36+09:00,2019-04-02T20:30:36+09:00,#fb8b14
760,LGTMのホームページデザイン/トップページのデザイン（修正）,,1200,,2019-04-02T20:07:36+09:00,2019-04-02T20:27:36+09:00,
761,Pomodoro Break,休憩,180,,2019-04-02T19:57:59+09:00,2019-04-02T20:00:59+09:00,#fb8b14
762,ネットワークはなぜつながるのか,その他インプット,799,,2019-04-02T19:42:51+09:00,2019-04-02T19:56:10+09:00,#3750b5
763,Pomodoro Break,休憩,180,,2019-04-02T18:53:09+09:00,2019-04-02T18:56:09+09:00,#fb8b14
764,cfnのtemplate validationをs3にローカルファイルを上げることで通せるようにする,インターン,1200,,2019-04-02T18:33:09+09:00,2019-04-02T18:53:09+09:00,#205500
765,s3のvpc endpointをcfnで立てる,インターン,3,,2019-04-02T18:32:27+09:00,2019-04-02T18:32:30+09:00,#205500
766,s3のvpc endpointをcfnで立てる,インターン,1,,2019-04-02T18:32:26+09:00,2019-04-02T18:32:27+09:00,#205500
767,ネットワークはなぜつながるのか,インターン,1200,,2019-04-02T18:12:57+09:00,2019-04-02T18:32:57+09:00,#205500
768,ネットワークの仕組みのインプット,インターン,3,,2019-04-02T18:12:54+09:00,2019-04-02T18:12:57+09:00,#205500
769,ネットワークの仕組みのインプット,インターン,0,,2019-04-02T18:12:54+09:00,2019-04-02T18:12:54+09:00,#205500
770,s3のvpc endpointをcfnで立てる,インターン,220,,2019-04-02T18:05:52+09:00,2019-04-02T18:09:32+09:00,#205500
771,Pomodoro Break,休憩,10,,2019-04-02T18:05:42+09:00,2019-04-02T18:05:52+09:00,#fb8b14
772,s3のvpc endpointをcfnで立てる,インターン,1200,,2019-04-02T17:45:42+09:00,2019-04-02T18:05:42+09:00,#205500
773,Pomodoro Break,休憩,180,,2019-04-02T17:30:21+09:00,2019-04-02T17:33:21+09:00,#fb8b14
774,Pomodoro Break,休憩,1200,,2019-04-02T17:10:21+09:00,2019-04-02T17:30:21+09:00,#fb8b14
775,Pomodoro Break,休憩,8,,2019-04-02T17:10:12+09:00,2019-04-02T17:10:20+09:00,#fb8b14
776,s3のvpc endpointをcfnで立てる,インターン,1200,,2019-04-02T16:50:12+09:00,2019-04-02T17:10:12+09:00,#205500
777,Pomodoro Break,休憩,180,,2019-04-02T16:47:05+09:00,2019-04-02T16:50:05+09:00,#fb8b14
778,Pomodoro Break,休憩,180,,2019-04-02T16:27:05+09:00,2019-04-02T16:30:05+09:00,#fb8b14
779,s3のvpc endpointをcfnで立てる,インターン,842,,2019-04-02T16:13:03+09:00,2019-04-02T16:27:05+09:00,#205500
780,Pomodoro Break,休憩,180,,2019-04-02T15:44:44+09:00,2019-04-02T15:47:44+09:00,#fb8b14
781,s3 VPC endpoint立てる,インターン,1200,,2019-04-02T15:24:44+09:00,2019-04-02T15:44:44+09:00,#205500
782,ネットワークはなぜつながるのか,インターン,3,,2019-04-02T15:24:41+09:00,2019-04-02T15:24:44+09:00,#205500
783,ネットワークはなぜつながるのか,インターン,1,,2019-04-02T15:24:40+09:00,2019-04-02T15:24:41+09:00,#205500
784,Pomodoro Break,休憩,180,,2019-04-02T15:21:27+09:00,2019-04-02T15:24:27+09:00,#fb8b14
785,ネットワークはなぜつながるのか,インターン,1200,,2019-04-02T15:01:27+09:00,2019-04-02T15:21:27+09:00,#205500
786,IPアドレスからどのEC2インスタンスなのかしらべる,インターン,5,,2019-04-02T15:01:22+09:00,2019-04-02T15:01:27+09:00,#205500
787,Pomodoro Break,休憩,180,,2019-04-02T14:58:12+09:00,2019-04-02T15:01:12+09:00,#fb8b14
788,s3 VPC endpoint立てる,インターン,1200,,2019-04-02T14:38:12+09:00,2019-04-02T14:58:12+09:00,#205500
789,今後の3ヶ月のMTG,インターン,492,,2019-04-02T14:29:31+09:00,2019-04-02T14:37:43+09:00,#205500
790,Pomodoro Break,休憩,7,,2019-04-02T14:29:24+09:00,2019-04-02T14:29:31+09:00,#fb8b14
791,今後の3ヶ月のMTG,インターン,1200,,2019-04-02T14:09:24+09:00,2019-04-02T14:29:24+09:00,#205500
792,Pomodoro Break,休憩,180,,2019-04-02T14:06:03+09:00,2019-04-02T14:09:03+09:00,#fb8b14
793,Pomodoro Break,休憩,180,,2019-04-02T14:00:31+09:00,2019-04-02T14:03:31+09:00,#fb8b14
794,IPアドレスからどのEC2インスタンスなのかしらべる,インターン,1200,,2019-04-02T12:58:30+09:00,2019-04-02T13:18:30+09:00,#205500
795,Pomodoro Break,休憩,180,,2019-04-02T12:35:22+09:00,2019-04-02T12:38:22+09:00,#fb8b14
796,IPアドレスからどのEC2インスタンスなのかしらべる,インターン,1200,,2019-04-02T12:15:22+09:00,2019-04-02T12:35:22+09:00,#205500
797,tracerouteを使う,インターン,4,,2019-04-02T12:14:56+09:00,2019-04-02T12:15:00+09:00,#205500
798,Pomodoro Break,休憩,180,,2019-04-02T12:11:50+09:00,2019-04-02T12:14:50+09:00,#fb8b14
799,日記書く,その他,640,,2019-04-01T23:02:39+09:00,2019-04-01T23:13:19+09:00,#c56bff
800,ネットワークはなぜつながるのか,その他インプット,1200,,2019-04-01T21:53:21+09:00,2019-04-01T22:13:21+09:00,#3750b5
801,Pomodoro Break,休憩,328,,2019-04-01T21:47:53+09:00,2019-04-01T21:53:21+09:00,#fb8b14
802,ネットワークはなぜつながるのか,その他インプット,346,,2019-04-01T21:41:59+09:00,2019-04-01T21:47:45+09:00,#3750b5
803,Pomodoro Break,休憩,7,,2019-04-01T21:41:52+09:00,2019-04-01T21:41:59+09:00,#fb8b14
804,記事読む,その他インプット,1200,,2019-04-01T21:21:52+09:00,2019-04-01T21:41:52+09:00,#3750b5
805,ネットワークはなぜつながるのか,その他インプット,640,,2019-04-01T21:11:09+09:00,2019-04-01T21:21:49+09:00,#3750b5
806,開いているタブの整理,その他,666,,2019-04-01T20:59:57+09:00,2019-04-01T21:11:03+09:00,#c56bff
807,ゲームする,休憩,401,,2019-04-01T20:44:50+09:00,2019-04-01T20:51:31+09:00,#fb8b14
808,Pomodoro Break,休憩,43,,2019-04-01T20:44:07+09:00,2019-04-01T20:44:50+09:00,#fb8b14
809,Pomodoro Break,休憩,85,,2019-04-01T20:42:20+09:00,2019-04-01T20:43:45+09:00,#fb8b14
810,embulkを自分の環境で使ってみる,その他インプット,1200,,2019-04-01T20:22:20+09:00,2019-04-01T20:42:20+09:00,#3750b5
811,embulkを自分の環境で使ってみる,その他インプット,543,,2019-04-01T20:07:20+09:00,2019-04-01T20:16:23+09:00,#3750b5
812,LGTMのホームページデザイン/トップページのデザイン,,531,,2019-04-01T19:58:28+09:00,2019-04-01T20:07:19+09:00,
813,embulkを自分の環境で使ってみる,その他インプット,278,,2019-04-01T19:49:19+09:00,2019-04-01T19:53:57+09:00,#3750b5
814,履修決める,その他,145,,2019-04-01T19:45:32+09:00,2019-04-01T19:47:57+09:00,#c56bff
815,Pomodoro Break,休憩,1,,2019-04-01T19:45:29+09:00,2019-04-01T19:45:30+09:00,#fb8b14
816,Pomodoro Break,休憩,9,,2019-04-01T19:45:19+09:00,2019-04-01T19:45:28+09:00,#fb8b14
817,履修決める,その他,1200,,2019-04-01T19:25:19+09:00,2019-04-01T19:45:19+09:00,#c56bff
818,Pomodoro Break,休憩,19,,2019-04-01T19:24:59+09:00,2019-04-01T19:25:18+09:00,#fb8b14
819,履修決める,その他,1200,,2019-04-01T19:04:59+09:00,2019-04-01T19:24:59+09:00,#c56bff
820,Pomodoro Break,休憩,74,,2019-04-01T19:03:43+09:00,2019-04-01T19:04:57+09:00,#fb8b14
821,履修決める,その他,3891,,2019-04-01T18:43:43+09:00,2019-04-01T19:48:34+09:00,#c56bff
822,UCBのGraduate Programを見る（CS）,院留学,184,,2019-04-01T17:51:24+09:00,2019-04-01T17:54:28+09:00,#04bb9b
823,自分の今後の専門について考える,院留学,38,,2019-04-01T17:50:47+09:00,2019-04-01T17:51:25+09:00,#04bb9b
824,志望海外院に行く戦略をドキュメント化（70%でよい）,院留学,3,,2019-04-01T17:50:24+09:00,2019-04-01T17:50:27+09:00,#04bb9b
